PREDATOR PREY
Pycnogonida Margarites_groenlandicus
Pycnogonida Margarites_helicinus
Pycnogonida Menestho_albula
Pycnogonida Menestho_truncatula
Pycnogonida Oenopota_impressa
Pycnogonida Philine
Pycnogonida Puncturella_noachina
Pycnogonida Retusa_obtusata
Pycnogonida Solariella_varicosa
Chaetoderma Phytodetritus
Chaetoderma Sediment
Tonicella_marmorea Fucus_distichus
Tonicella_marmorea Pylaiella_littoralis
Tonicella_marmorea Chordaria_flagelliformis
Tonicella_marmorea Acrosiphonia
Tonicella_marmorea Alaria_esculenta
Tonicella_marmorea Laminaria_saccharina
Tonicella_marmorea Laminaria_digitata
Tonicella_marmorea Saccorhiza_dermatodea
Tonicella_marmorea Laminaria_solidungula
Tonicella_marmorea Phycodrys_rubens
Tonicella_marmorea Ptilta_gunneri
Tonicella_marmorea Fimbrifolium_dichotomum
Tonicella_marmorea Desmarestia_aculeata
Tonicella_marmorea Palmaria_palmata
Tonicella_marmorea Devaleraea_ramentacea
Tonicella_marmorea Turnerella_pennyi
Tonicella_marmorea Desmarestia_viridis
Tonicella_marmorea Phytodetritus
Tonicella_marmorea Sediment
Tonicella_rubra Fucus_distichus
Tonicella_rubra Pylaiella_littoralis
Tonicella_rubra Chordaria_flagelliformis
Tonicella_rubra Acrosiphonia
Tonicella_rubra Alaria_esculenta
Tonicella_rubra Laminaria_saccharina
Tonicella_rubra Laminaria_digitata
Tonicella_rubra Saccorhiza_dermatodea
Tonicella_rubra Laminaria_solidungula
Tonicella_rubra Phycodrys_rubens
Tonicella_rubra Ptilta_gunneri
Tonicella_rubra Fimbrifolium_dichotomum
Tonicella_rubra Desmarestia_aculeata
Tonicella_rubra Palmaria_palmata
Tonicella_rubra Devaleraea_ramentacea
Tonicella_rubra Turnerella_pennyi
Tonicella_rubra Desmarestia_viridis
Tonicella_rubra Sediment
Boreocingula_castanea Phytodetritus
Boreocingula_castanea Sediment
Boreotrophon_truncatus Fucus_distichus
Boreotrophon_truncatus Laminaria_saccharina
Boreotrophon_truncatus Laminaria_digitata
Boreotrophon_truncatus Saccorhiza_dermatodea
Buccinum_scalariforme Fucus_distichus
Buccinum_scalariforme Pylaiella_littoralis
Buccinum_scalariforme Chordaria_flagelliformis
Buccinum_scalariforme Acrosiphonia
Buccinum_scalariforme Alaria_esculenta
Buccinum_scalariforme Laminaria_saccharina
Buccinum_scalariforme Laminaria_digitata
Buccinum_scalariforme Saccorhiza_dermatodea
Buccinum_scalariforme Laminaria_solidungula
Buccinum_scalariforme Phycodrys_rubens
Buccinum_scalariforme Ptilta_gunneri
Buccinum_scalariforme Fimbrifolium_dichotomum
Buccinum_scalariforme Desmarestia_aculeata
Buccinum_scalariforme Palmaria_palmata
Buccinum_scalariforme Devaleraea_ramentacea
Buccinum_scalariforme Turnerella_pennyi
Buccinum_scalariforme Desmarestia_viridis
Buccinum_scalariforme Urticina_eques
Buccinum_scalariforme Hormathia_nodosa
Buccinum_scalariforme Phytodetritus
Buccinum_terranovae Fucus_distichus
Buccinum_terranovae Pylaiella_littoralis
Buccinum_terranovae Chordaria_flagelliformis
Buccinum_terranovae Acrosiphonia
Buccinum_terranovae Alaria_esculenta
Buccinum_terranovae Laminaria_saccharina
Buccinum_terranovae Laminaria_digitata
Buccinum_terranovae Saccorhiza_dermatodea
Buccinum_terranovae Laminaria_solidungula
Buccinum_terranovae Phycodrys_rubens
Buccinum_terranovae Ptilta_gunneri
Buccinum_terranovae Fimbrifolium_dichotomum
Buccinum_terranovae Desmarestia_aculeata
Buccinum_terranovae Palmaria_palmata
Buccinum_terranovae Devaleraea_ramentacea
Buccinum_terranovae Turnerella_pennyi
Buccinum_terranovae Desmarestia_viridis
Buccinum_terranovae Urticina_eques
Buccinum_terranovae Hormathia_nodosa
Buccinum_terranovae Phytodetritus
Buccinum_undatum Fucus_distichus
Buccinum_undatum Pylaiella_littoralis
Buccinum_undatum Chordaria_flagelliformis
Buccinum_undatum Acrosiphonia
Buccinum_undatum Alaria_esculenta
Buccinum_undatum Laminaria_saccharina
Buccinum_undatum Laminaria_digitata
Buccinum_undatum Saccorhiza_dermatodea
Buccinum_undatum Laminaria_solidungula
Buccinum_undatum Phycodrys_rubens
Buccinum_undatum Ptilta_gunneri
Buccinum_undatum Fimbrifolium_dichotomum
Buccinum_undatum Desmarestia_aculeata
Buccinum_undatum Palmaria_palmata
Buccinum_undatum Devaleraea_ramentacea
Buccinum_undatum Turnerella_pennyi
Buccinum_undatum Desmarestia_viridis
Buccinum_undatum Phytodetritus
"Cylichna_cf. alba" Phytodetritus
"Cylichna_cf. oculata" Phytodetritus
Elachisina_globuloides Phytodetritus
Erginus_rubellus Fucus_distichus
Erginus_rubellus Pylaiella_littoralis
Erginus_rubellus Chordaria_flagelliformis
Erginus_rubellus Acrosiphonia
Erginus_rubellus Alaria_esculenta
Erginus_rubellus Laminaria_saccharina
Erginus_rubellus Laminaria_digitata
Erginus_rubellus Saccorhiza_dermatodea
Erginus_rubellus Laminaria_solidungula
Erginus_rubellus Phycodrys_rubens
Erginus_rubellus Ptilta_gunneri
Erginus_rubellus Fimbrifolium_dichotomum
Erginus_rubellus Desmarestia_aculeata
Erginus_rubellus Palmaria_palmata
Erginus_rubellus Devaleraea_ramentacea
Erginus_rubellus Turnerella_pennyi
Erginus_rubellus Desmarestia_viridis
Erginus_rubellus Phytodetritus
Euspira_pallida Phytodetritus
Frigidoalvania_cruenta Phytodetritus
Frigidoalvania_cruenta Sediment
Lepeta_caeca Phytodetritus
Margarites_groenlandicus Laminaria_saccharina
Margarites_groenlandicus Phytodetritus
Margarites_groenlandicus Sediment
Margarites_helicinus Laminaria_saccharina
Margarites_helicinus Phytodetritus
Margarites_helicinus Sediment
Menestho_albula Laminaria_saccharina
Menestho_albula Phytodetritus
Menestho_albula Sediment
Menestho_truncatula Laminaria_saccharina
Menestho_truncatula Phytodetritus
Menestho_truncatula Sediment
Oenopota_impressa Laminaria_saccharina
Oenopota_impressa Phytodetritus
Oenopota_impressa Sediment
Philine Fucus_distichus
Philine Pylaiella_littoralis
Philine Chordaria_flagelliformis
Philine Acrosiphonia
Philine Alaria_esculenta
Philine Laminaria_saccharina
Philine Laminaria_digitata
Philine Saccorhiza_dermatodea
Philine Laminaria_solidungula
Philine Phycodrys_rubens
Philine Ptilta_gunneri
Philine Fimbrifolium_dichotomum
Philine Desmarestia_aculeata
Philine Palmaria_palmata
Philine Devaleraea_ramentacea
Philine Turnerella_pennyi
Philine Desmarestia_viridis
Philine Phytodetritus
Philine Sediment
Puncturella_noachina Laminaria_solidungula
Puncturella_noachina Halicryptus_spinulosus
Puncturella_noachina Priapulus_caudatus
Puncturella_noachina Sipunculida
Puncturella_noachina Macoma_calcarea
Puncturella_noachina Macoma_moesta
Puncturella_noachina Urticina_eques
Puncturella_noachina Hormathia_nodosa
Puncturella_noachina Phytodetritus
